Date Time,Open,High,Low,Close
Time: 15:25:00.000 Date: 2018-01-03,19.40436,19.41265,19.40436,19.41196
Time: 15:26:00.000 Date: 2018-01-03,19.41247,19.41374,19.40967,19.41284
Time: 15:27:00.000 Date: 2018-01-03,19.41286,19.41515,19.40567,19.40585
Time: 15:28:00.000 Date: 2018-01-03,19.40566,19.41177,19.40566,19.41117
Time: 15:29:00.000 Date: 2018-01-03,19.41152,19.41165,19.40638,19.40655
Time: 15:30:00.000 Date: 2018-01-03,19.40642,19.41318,19.40519,19.41243
Time: 15:31:00.000 Date: 2018-01-03,19.41242,19.41747,19.41013,19.41737
Time: 15:32:00.000 Date: 2018-01-03,19.41766,19.42201,19.41765,19.42185
Time: 15:33:00.000 Date: 2018-01-03,19.4222,19.42607,19.4222,19.42223
Time: 15:34:00.000 Date: 2018-01-03,19.4204,19.42574,19.41648,19.42052
Time: 15:35:00.000 Date: 2018-01-03,19.42058,19.42068,19.41552,19.419
Time: 15:36:00.000 Date: 2018-01-03,19.41868,19.42116,19.41843,19.4211
Time: 15:37:00.000 Date: 2018-01-03,19.42108,19.42226,19.42092,19.42226
Time: 15:38:00.000 Date: 2018-01-03,19.42225,19.42962,19.42077,19.42962
Time: 15:39:00.000 Date: 2018-01-03,19.4296,19.43072,19.42862,19.42928
Time: 15:40:00.000 Date: 2018-01-03,19.42979,19.43492,19.42579,19.42843
Time: 15:41:00.000 Date: 2018-01-03,19.42801,19.42954,19.42801,19.42818
Time: 15:42:00.000 Date: 2018-01-03,19.42836,19.42916,19.42427,19.42499
Time: 15:43:00.000 Date: 2018-01-03,19.425,19.42529,19.4204,19.42316
Time: 15:44:00.000 Date: 2018-01-03,19.42375,19.43286,19.42375,19.43274
Time: 15:45:00.000 Date: 2018-01-03,19.43284,19.43357,19.43049,19.43251
Time: 15:46:00.000 Date: 2018-01-03,19.43244,19.43314,19.42106,19.42875
Time: 15:47:00.000 Date: 2018-01-03,19.42891,19.42909,19.42487,19.42539
Time: 15:48:00.000 Date: 2018-01-03,19.42384,19.42875,19.42029,19.42875
Time: 15:49:00.000 Date: 2018-01-03,19.42842,19.43295,19.42842,19.43064
Time: 14:25:00.000 Date: 2018-01-04,19.33263,19.33309,19.32576,19.32576
Time: 14:26:00.000 Date: 2018-01-04,19.32577,19.32577,19.32456,19.32456
Time: 14:27:00.000 Date: 2018-01-04,19.32466,19.33266,19.32456,19.33266
Time: 14:28:00.000 Date: 2018-01-04,19.33262,19.33262,19.32482,19.32498
Time: 14:29:00.000 Date: 2018-01-04,19.32296,19.32524,19.32157,19.32157
Time: 14:30:00.000 Date: 2018-01-04,19.32165,19.32475,19.32165,19.32471
Time: 14:31:00.000 Date: 2018-01-04,19.32467,19.32779,19.31964,19.32076
Time: 14:32:00.000 Date: 2018-01-04,19.32078,19.32315,19.31605,19.31605
Time: 14:33:00.000 Date: 2018-01-04,19.31625,19.31996,19.30895,19.30895
Time: 14:34:00.000 Date: 2018-01-04,19.30925,19.30954,19.29355,19.29785
Time: 14:35:00.000 Date: 2018-01-04,19.29835,19.30536,19.29583,19.30304
Time: 14:36:00.000 Date: 2018-01-04,19.30132,19.30338,19.29699,19.30251
Time: 14:37:00.000 Date: 2018-01-04,19.30415,19.30443,19.30053,19.30339
Time: 14:38:00.000 Date: 2018-01-04,19.30332,19.30435,19.30007,19.30105
Time: 14:39:00.000 Date: 2018-01-04,19.30103,19.30562,19.30033,19.30562
Time: 14:40:00.000 Date: 2018-01-04,19.30566,19.30566,19.30006,19.30066
Time: 14:41:00.000 Date: 2018-01-04,19.30065,19.30176,19.29945,19.29945
Time: 14:42:00.000 Date: 2018-01-04,19.29947,19.30298,19.29916,19.30222
Time: 14:43:00.000 Date: 2018-01-04,19.30238,19.30678,19.30202,19.30274
Time: 14:44:00.000 Date: 2018-01-04,19.30275,19.30437,19.30191,19.3024
Time: 14:45:00.000 Date: 2018-01-04,19.30242,19.30468,19.30163,19.30415
Time: 14:46:00.000 Date: 2018-01-04,19.30416,19.30918,19.30377,19.30918
Time: 14:47:00.000 Date: 2018-01-04,19.30966,19.31068,19.3085,19.31066
Time: 14:48:00.000 Date: 2018-01-04,19.31065,19.31116,19.30653,19.31057
Time: 14:49:00.000 Date: 2018-01-04,19.31067,19.31416,19.31034,19.3137
Time: 14:50:00.000 Date: 2018-01-04,19.31386,19.31581,19.31386,19.31566
Time: 14:51:00.000 Date: 2018-01-04,19.31565,19.31815,19.31479,19.31717
Time: 14:52:00.000 Date: 2018-01-04,19.31766,19.32186,19.31726,19.32116
Time: 14:53:00.000 Date: 2018-01-04,19.32076,19.32118,19.31705,19.31838
Time: 14:54:00.000 Date: 2018-01-04,19.31865,19.321,19.31824,19.321
Time: 14:55:00.000 Date: 2018-01-04,19.32116,19.32465,19.31683,19.31712
Time: 14:56:00.000 Date: 2018-01-04,19.31682,19.31682,19.30539,19.3055
Time: 14:57:00.000 Date: 2018-01-04,19.30535,19.30884,19.30515,19.30607
Time: 14:58:00.000 Date: 2018-01-04,19.30608,19.31179,19.30568,19.30915
Time: 14:59:00.000 Date: 2018-01-04,19.30916,19.31016,19.30858,19.30866
Time: 15:00:00.000 Date: 2018-01-04,19.30882,19.30966,19.30471,19.30966
Time: 15:01:00.000 Date: 2018-01-04,19.30965,19.31416,19.3049,19.31366
Time: 15:02:00.000 Date: 2018-01-04,19.31416,19.31416,19.30694,19.30694
Time: 15:03:00.000 Date: 2018-01-04,19.30663,19.31037,19.30593,19.30902
Time: 15:04:00.000 Date: 2018-01-04,19.30894,19.30894,19.30632,19.30674
