Date Time,Open,High,Low,Close
Time: 18:06:00.000 Date: 2018-01-04,0.71546,0.71575,0.71545,0.71557
Time: 18:07:00.000 Date: 2018-01-04,0.71559,0.71561,0.71549,0.71555
Time: 18:08:00.000 Date: 2018-01-04,0.71556,0.71556,0.71555,0.71555
Time: 18:09:00.000 Date: 2018-01-04,0.71554,0.71554,0.71554,0.71554
Time: 18:10:00.000 Date: 2018-01-04,0.71555,0.71563,0.71554,0.71555
Time: 18:11:00.000 Date: 2018-01-04,0.71556,0.71556,0.71553,0.71554
Time: 18:12:00.000 Date: 2018-01-04,0.71553,0.71553,0.71547,0.71553
Time: 18:13:00.000 Date: 2018-01-04,0.71552,0.71553,0.7155,0.7155
Time: 18:14:00.000 Date: 2018-01-04,0.71552,0.71554,0.71547,0.71554
Time: 18:15:00.000 Date: 2018-01-04,0.71552,0.71553,0.71551,0.71552
Time: 18:16:00.000 Date: 2018-01-04,0.71551,0.71552,0.71551,0.71551
Time: 18:17:00.000 Date: 2018-01-04,0.7155,0.71552,0.71547,0.71547
Time: 18:18:00.000 Date: 2018-01-04,0.71548,0.71548,0.71544,0.71545
Time: 18:19:00.000 Date: 2018-01-04,0.71539,0.71544,0.71533,0.71536
Time: 18:20:00.000 Date: 2018-01-04,0.71541,0.71543,0.71536,0.71541
Time: 18:21:00.000 Date: 2018-01-04,0.71539,0.71545,0.71536,0.71545
Time: 18:22:00.000 Date: 2018-01-04,0.71547,0.71547,0.71542,0.71542
Time: 18:23:00.000 Date: 2018-01-04,0.71541,0.71543,0.71532,0.71532
Time: 18:24:00.000 Date: 2018-01-04,0.71533,0.71538,0.71531,0.71535
Time: 18:25:00.000 Date: 2018-01-04,0.71536,0.71537,0.71535,0.71536
Time: 18:26:00.000 Date: 2018-01-04,0.71539,0.71539,0.71535,0.71537
Time: 18:27:00.000 Date: 2018-01-04,0.71538,0.71541,0.71533,0.71534
Time: 18:28:00.000 Date: 2018-01-04,0.71533,0.71535,0.71533,0.71534
Time: 18:29:00.000 Date: 2018-01-04,0.71535,0.71553,0.71534,0.71547
Time: 18:30:00.000 Date: 2018-01-04,0.7155,0.7155,0.71542,0.71548
Time: 18:31:00.000 Date: 2018-01-04,0.71549,0.71554,0.71544,0.71545
Time: 18:32:00.000 Date: 2018-01-04,0.71546,0.71556,0.71538,0.71545
Time: 18:33:00.000 Date: 2018-01-04,0.71542,0.71547,0.71533,0.71533
Time: 18:34:00.000 Date: 2018-01-04,0.71532,0.71538,0.71531,0.71536
Time: 18:35:00.000 Date: 2018-01-04,0.71535,0.71542,0.71535,0.71539
Time: 18:36:00.000 Date: 2018-01-04,0.71535,0.7154,0.71534,0.71536
Time: 18:37:00.000 Date: 2018-01-04,0.71538,0.71542,0.71535,0.71536
Time: 18:38:00.000 Date: 2018-01-04,0.71537,0.71539,0.71534,0.71536
Time: 18:39:00.000 Date: 2018-01-04,0.71535,0.71538,0.71533,0.71535
Time: 18:40:00.000 Date: 2018-01-04,0.71534,0.71538,0.71534,0.71536
Time: 18:41:00.000 Date: 2018-01-04,0.71535,0.71536,0.7153,0.7153
Time: 18:42:00.000 Date: 2018-01-04,0.71529,0.71541,0.71529,0.71537
Time: 18:43:00.000 Date: 2018-01-04,0.71538,0.71545,0.71537,0.71543
Time: 18:44:00.000 Date: 2018-01-04,0.71544,0.71549,0.71544,0.71546
Time: 18:45:00.000 Date: 2018-01-04,0.71547,0.71547,0.71545,0.71545
Time: 18:46:00.000 Date: 2018-01-04,0.71546,0.71549,0.71546,0.71546
Time: 18:47:00.000 Date: 2018-01-04,0.71545,0.71547,0.71545,0.71547
Time: 18:48:00.000 Date: 2018-01-04,0.71546,0.71547,0.71545,0.71545
Time: 18:49:00.000 Date: 2018-01-04,0.71543,0.71543,0.71536,0.71541
Time: 17:25:00.000 Date: 2018-01-05,0.71681,0.71684,0.7168,0.71683
Time: 17:26:00.000 Date: 2018-01-05,0.71682,0.71688,0.71681,0.71686
Time: 17:27:00.000 Date: 2018-01-05,0.71687,0.71691,0.71685,0.71689
Time: 17:28:00.000 Date: 2018-01-05,0.7169,0.71691,0.71689,0.7169
Time: 17:29:00.000 Date: 2018-01-05,0.71689,0.7169,0.71689,0.7169
Time: 17:30:00.000 Date: 2018-01-05,0.71689,0.7169,0.71678,0.71679
Time: 17:31:00.000 Date: 2018-01-05,0.71678,0.71685,0.71678,0.71685
Time: 17:32:00.000 Date: 2018-01-05,0.71684,0.71685,0.71679,0.71681
Time: 17:33:00.000 Date: 2018-01-05,0.7168,0.71681,0.7168,0.7168
Time: 17:34:00.000 Date: 2018-01-05,0.71681,0.71691,0.7168,0.71691
Time: 17:35:00.000 Date: 2018-01-05,0.71689,0.71692,0.71687,0.71692
Time: 17:36:00.000 Date: 2018-01-05,0.71693,0.71703,0.71692,0.71702
Time: 17:37:00.000 Date: 2018-01-05,0.71701,0.71712,0.71701,0.71712
Time: 17:38:00.000 Date: 2018-01-05,0.71711,0.71711,0.71704,0.71708
